Gene_Id,Hugo_Symbol,my_Id
5121,PCP4,4028
51218,GLRX5,11614
5122,PCSK1,4029
51222,ZNF219,11615
51225,ABI3,11617
51226,COPZ2,11618
51228,GLTP,11620
51230,PHF20,11621
51231,VRK3,11622
51232,CRIM1,11623
51234,EMC4,11625
51236,HGH1,11626
51237,MZB1,11627
51239,ANKRD39,11628
51241,COX16,11629
51244,CCDC174,11630
51246,SHISA5,11631
51247,PAIP2,11632
51248,PDZD11,11633
5125,PCSK5,4030
51250,MTRES1,11635
51251,NT5C3A,11636
51253,MRPL37,11638
51255,RNF181,11639
51256,TBC1D7,11640
51257,MARCHF2,11641
51258,MRPL51,11642
5126,PCSK2,4031
51260,PBDC1,11644
51263,MRPL30,11645
51264,MRPL27,11646
51265,CDKL3,11647
51268,PIPOX,11650
5127,CDK16,4032
51271,UBAP1,11652
51272,BET1L,11653
51274,KLF3,11654
51278,IER5,11658
51279,C1RL,11659
5128,CDK17,4033
51280,GOLM1,11660
51282,SCAND1,11662
51283,BFAR,11663
51284,TLR7,11664
51285,RASL12,11665
51286,CEND1,11666
51287,COA4,11667
5129,CDK18,4034
51290,ERGIC2,11669
51291,GMIP,11670
51292,GMPR2,11671
51293,CD320,11672
51294,PCDH12,11673
51295,ECSIT,11674
51296,SLC15A3,11675
51297,BPIFA1,11676
51298,THEG,11677
51299,NRN1,11678
513,ATP5F1D,424
5130,PCYT1A,4035
51300,TIMMDC1,11679
51301,GCNT4,11680
51302,CYP39A1,11681
51303,FKBP11,11682
51304,ZDHHC3,11683
51306,FAM13B,11685
51307,FAM53C,11686
51308,REEP2,11687
51309,ARMCX1,11688
51310,SLC22A17,11689
51311,TLR8,11690
51312,SLC25A37,11691
51313,GASK1B,11692
51315,KRCC1,11694
51316,PLAC8,11695
51317,PHF21A,11696
51318,MRPL35,11697
51319,RSRC1,11698
5132,PDC,4037
51320,MEX3C,11699
51321,AMZ2,11700
51322,WAC,11701
51324,SPG21,11702
51327,AHSP,11704
51329,ARL6IP4,11705
51330,TNFRSF12A,11706
51332,SPTBN5,11707
51333,ZNF771,11708
51334,PRR16,11709
51335,NGRN,11710
51337,THEM6,11711
51338,MS4A4A,11712
51339,DACT1,11713
5134,PDCD2,4039
51340,CRNKL1,11714
51341,ZBTB7A,11715
51343,FZR1,11716
51347,TAOK3,11717
51350,KRT76,11719
5136,PDE1A,4040
51360,MBTPS2,11723
51361,HOOK1,11724
51362,CDC40,11725
51363,CHST15,11726
51364,ZMYND10,11727
51365,PLA1A,11728
51366,UBR5,11729
51367,POP5,11730
51368,TEX264,11731
5137,PDE1C,4041
51371,POMP,11732
51372,TMA7,11733
51373,MRPS17,11734
51374,ATRAID,11735
51375,SNX7,11736
51377,UCHL5,11737
51378,ANGPT4,11738
51379,CRLF3,11739
5138,PDE2A,4042
51380,CSAD,11740
51382,ATP6V1D,11741
51384,WNT16,11742
51385,ZNF589,11743
51386,EIF3L,11744
51388,NIP7,11745
51389,RWDD1,11746
5139,PDE3A,4043
51390,AIG1,11747
51393,TRPV2,11748
51397,COMMD10,11749
51399,TRAPPC4,11751
514,ATP5F1E,425
5140,PDE3B,4044
51400,PPME1,11752
51406,NOL7,11753
51409,HEMK1,11754
5141,PDE4A,4045
51411,BIN2,11755
51412,ACTL6B,11756
5142,PDE4B,4046
51421,AMOTL2,11757
51422,PRKAG2,11758
51426,POLK,11759
51427,ZNF107,11760
51428,DDX41,11761
51429,SNX9,11762
5143,PDE4C,4047
51430,SUCO,11763
51433,ANAPC5,11764
51434,ANAPC7,11765
51435,SCARA3,11766
51438,MAGEC2,11767
51439,FAM8A1,11768
5144,PDE4D,4048
51440,HPCAL4,11769
51441,YTHDF2,11770
51442,VGLL1,11771
51444,RNF138,11772
51447,IP6K2,11773
51449,PCYOX1,11774
51450,PRRX2,11775
51451,LCMT1,11776
51454,GULP1,11777
51455,REV1,11778
51458,RHCG,11779
5146,PDE6C,4050
51460,SFMBT1,11780
51463,GPR89B,11781
51465,UBE2J1,11782
51466,EVL,11783
5147,PDE6D,4051
51473,DCDC2,11785
51474,LIMA1,11786
51477,ISYNA1,11788
51478,HSD17B7,11789
51479,ANKFY1,11790
51490,SPOUT1,11793
51491,NOP16,11794
51493,RTCB,11795
51495,HACD3,11796
51496,CTDSPL2,11797
51497,NELFCD,11798
51499,TRIAP1,11799
515,ATP5PB,426
5150,PDE7A,4054
51501,HIKESHI,11800
51503,CWC15,11801
51504,TRMT112,11802
51506,UFC1,11803
51507,RTF2,11804
5151,PDE8A,4055
51510,CHMP5,11805
51512,GTSE1,11806
51514,DTL,11808
51517,NCKIPSD,11809
5152,PDE9A,4056
51520,LARS1,11810
51522,TMEM14C,11811
51523,CXXC5,11812
51526,OSER1,11814
51527,GSKIP,11815
51529,ANAPC11,11817
5153,PDE1B,4057
51530,ZC3HC1,11818
51531,TRMO,11819
51534,VTA1,11821
51535,PPHLN1,11822
51537,MTFP1,11823
51538,ZCCHC17,11824
5154,PDGFA,4058
51540,SCLY,11825
51542,VPS54,11826
51545,ZNF581,11827
51547,SIRT7,11828
51548,SIRT6,11829
5155,PDGFB,4059
51550,CINP,11830
51552,RAB14,11831
51555,PEX5L,11833
51559,NT5DC3,11835
5156,PDGFRA,4060
51560,RAB6B,11836
51562,MBIP,11838
51564,HDAC7,11839
51566,ARMCX3,11840
51567,TDP2,11841
51569,UFM1,11842
5157,PDGFRL,4061
51571,CYRIB,11843
51573,GDE1,11844
51574,LARP7,11845
51575,ESF1,11846
51582,AZIN1,11848
51585,PCF11,11849
51586,MED15,11850
51588,PIAS4,11851
5159,PDGFRB,4063
51592,TRIM33,11852
51593,SRRT,11853
51594,NBAS,11854
51596,CUTA,11855
51599,LSR,11856
516,ATP5MC1,427
5160,PDHA1,4064
51601,LIPT1,11857
51602,NOP58,11858
51603,METTL13,11859
51604,PIGT,11860
51605,TRMT6,11861
51606,ATP6V1H,11862
51608,GET4,11863
5161,PDHA2,4065
51611,DPH5,11864
51614,ERGIC3,11865
51616,TAF9B,11866
51617,NSG2,11867
51619,UBE2D4,11868
5162,PDHB,4066
51621,KLF13,11869
51622,CCZ1,11870
51626,DYNC2LI1,11871
5163,PDK1,4067
51631,LUC7L2,11873
51633,OTUD6B,11874
51634,RBMX2,11875
51635,DHRS7,11876
51637,RTRAF,11877
51639,SF3B6,11878
5164,PDK2,4068
51642,MRPL48,11879
51645,PPIL1,11881
51646,YPEL5,11882
51647,CIAO2B,11883
51649,MRPS23,11884
5165,PDK3,4069
51650,MRPS33,11885
51651,PTRH2,11886
51652,CHMP3,11887
51654,CDK5RAP1,11888
51657,STYXL1,11890
51659,GINS2,11891
5166,PDK4,4070
51660,MPC1,11892
51661,FKBP7,11893
51663,ZFR,11894
51665,ASB1,11895
51667,NUB1,11897
51668,HSPB11,11898
51669,SARAF,11899
5167,ENPP1,4071
51673,TPPP3,11900
51678,PALS2,11902
5168,ENPP2,4072
51684,SUFU,11903
5169,ENPP3,4073
51690,LSM7,11905
51691,LSM8,11906
51692,CPSF3,11907
51693,TRAPPC2L,11908
51696,HECA,11909
51699,VPS29,11910
517,ATP5MC2,428
5170,PDPK1,4074
51700,CYB5R2,11911
51701,NLK,11912
51702,PADI3,11913
51703,ACSL5,11914
51704,GPRC5B,11915
51705,EMCN,11916
51706,CYB5R1,11917
51710,ZNF44,11918
51714,SELENOT,11919
51715,RAB23,11920
51719,CAB39,11922
51720,UIMC1,11923
51726,DNAJB11,11925
51727,CMPK1,11926
51728,POLR3K,11927
51729,WBP11,11928
5173,PDYN,4077
51734,MSRB1,11930
51735,RAPGEF6,11931
51738,GHRL,11932
5174,PDZK1,4078
51741,WWOX,11933
51742,ARID4B,11934
51744,CD244,11935
51747,LUC7L3,11936
5175,PECAM1,4079
51750,RTEL1,11937
51752,ERAP1,11939
51755,CDK12,11941
51759,C9orf78,11942
5176,SERPINF1,4080
51760,SYT17,11943
51761,ATP8A2,11944
51762,RAB8B,11945
51763,INPP5K,11946
51764,GNG13,11947
51765,STK26,11948
51768,TM7SF3,11949
51773,RSF1,11950
51776,MAP3K20,11951
51778,MYOZ2,11952
5178,PEG3,4082
51780,KDM3B,11953
5179,PENK,4083
518,ATP5MC3,429
51804,SIX4,11955
51805,COQ3,11956
51806,CALML5,11957
51807,TUBA8,11958
51808,PHAX,11959
51809,GALNT7,11960
51816,ADA2,11961
5184,PEPD,4086
5187,PER1,4088
5188,GATB,4089
5189,PEX1,4090
5190,PEX6,4091
5191,PEX7,4092
5192,PEX10,4093
5193,PEX12,4094
5194,PEX13,4095
5195,PEX14,4096
5196,PF4,4097
5197,PF4V1,4098
5198,PFAS,4099
5199,CFP,4100
52,ACP1,44
5201,PFDN1,4101
5202,PFDN2,4102
5203,PFDN4,4103
5204,PFDN5,4104
5205,ATP8B1,4105
5208,PFKFB2,4107
5209,PFKFB3,4108
521,ATP5ME,431
5210,PFKFB4,4109
5211,PFKL,4110
5212,VIT,4111
5213,PFKM,4112
5214,PFKP,4113
5216,PFN1,4114
5217,PFN2,4115
5218,CDK14,4116
522,ATP5PF,432
5223,PGAM1,4118
5224,PGAM2,4119
5225,PGC,4120
5226,PGD,4121
5229,PGGT1B,4123
523,ATP6V1A,433
5230,PGK1,4124
5232,PGK2,4126
5236,PGM1,4128
5238,PGM3,4129
5239,PGM5,4130
5241,PGR,4131
5243,ABCB1,4132
5244,ABCB4,4133
5245,PHB1,4134
525,ATP6V1B1,434
5250,SLC25A3,4136
5251,PHEX,4137
5252,PHF1,4138
5253,PHF2,4139
5255,PHKA1,4140
5256,PHKA2,4141
5257,PHKB,4142
526,ATP6V1B2,435
5260,PHKG1,4145
5261,PHKG2,4146
5264,PHYH,4148
5265,SERPINA1,4149
5266,PI3,4150
5267,SERPINA4,4151
5268,SERPINB5,4152
5269,SERPINB6,4153
527,ATP6V0C,436
5270,SERPINE2,4154
5271,SERPINB8,4155
5272,SERPINB9,4156
5273,SERPINB10,4157
5274,SERPINI1,4158
5275,SERPINB13,4159
5276,SERPINI2,4160
5277,PIGA,4161
528,ATP6V1C1,437
5283,PIGH,4167
5284,PIGR,4168
5286,PIK3C2A,4169
5287,PIK3C2B,4170
5289,PIK3C3,4172
529,ATP6V1E1,438
5290,PIK3CA,4173
5291,PIK3CB,4174
5292,PIM1,4175
5293,PIK3CD,4176
5294,PIK3CG,4177
5295,PIK3R1,4178
5296,PIK3R2,4179
5297,PI4KA,4180
5298,PI4KB,4181
53,ACP2,45
5300,PIN1,4182
5303,PIN4,4184
5304,PIP,4185
5305,PIP4K2A,4186
5306,PITPNA,4187
5307,PITX1,4188
5308,PITX2,4189
5309,PITX3,4190
5310,PKD1,4191
5311,PKD2,4192
5313,PKLR,4194
5314,PKHD1,4195
5315,PKM,4196
5316,PKNOX1,4197
5317,PKP1,4198
5318,PKP2,4199
5319,PLA2G1B,4200
5320,PLA2G2A,4201
5321,PLA2G4A,4202
5322,PLA2G5,4203
5324,PLAG1,4204
5326,PLAGL2,4206
5327,PLAT,4207
5328,PLAU,4208
5329,PLAUR,4209
5330,PLCB2,4210
5331,PLCB3,4211
5332,PLCB4,4212
5333,PLCD1,4213
53335,BCL11A,11962
53339,BTBD1,11965
5334,PLCL1,4214
53340,SPA17,11966
53342,IL17D,11968
53343,NUDT9,11969
53344,CHIC1,11970
53345,TM6SF2,11971
53346,TM6SF1,11972
53347,UBASH3A,11973
53349,ZFYVE1,11974
5335,PLCG1,4215
53353,LRP1B,11975
53354,PANK1,11976
53358,SHC3,11977
5336,PLCG2,4216
5337,PLD1,4217
53371,NUP54,11981
53373,TPCN1,11982
5338,PLD2,4218
5339,PLEC,4219
534,ATP6V1G2,440
5340,PLG,4220
53405,CLIC5,11985
53407,STX18,11986
5341,PLEK,4221
5345,SERPINF2,4224
5346,PLIN1,4225
5347,PLK1,4226
5348,FXYD1,4227
5349,FXYD3,4228
535,ATP6V0A1,441
5350,PLN,4229
5351,PLOD1,4230
5352,PLOD2,4231
5354,PLP1,4232
5355,PLP2,4233
5356,PLRG1,4234
5357,PLS1,4235
5358,PLS3,4236
5359,PLSCR1,4237
5360,PLTP,4238
5361,PLXNA1,4239
53615,MBD3,11990
53616,ADAM22,11991
5362,PLXNA2,4240
53630,BCO1,11992
53635,PTOV1,11994
5364,PLXNB1,4241
5365,PLXNB3,4242
5366,PMAIP1,4243
5367,PMCH,4244
5368,PNOC,4245
537,ATP6AP1,442
5371,PML,4248
5372,PMM1,4249
5373,PMM2,4250
5375,PMP2,4251
5378,PMS1,4253
538,ATP7A,443
53822,FXYD7,11997
53826,FXYD6,11998
53829,P2RY13,12001
53831,GPR84,12002
53834,FGFRL1,12005
53840,TRIM34,12008
53841,CDHR5,12009
539,ATP5PO,444
53904,MYO3A,12012
53905,DUOX1,12013
53916,RAB4B,12014
53917,RAB24,12015
53918,PELO,12016
53919,SLCO1C1,12017
5393,EXOSC9,4259
53938,PPIL3,12018
5394,EXOSC10,4260
53942,CNTN5,12020
53944,CSNK1G1,12021
53947,A4GALT,12022
5395,PMS2,4261
5396,PRRX1,4262
53981,CPSF2,12023
54,ACP5,46
540,ATP7B,445
54014,BRWD1,12025
54020,SLC37A1,12029
54033,RBM11,12040
54039,PCBP3,12045
54059,YBEY,12060
5406,PNLIP,4263
54069,MIS18A,12064
5407,PNLIPRP1,4264
5408,PNLIPRP2,4265
5409,PNMT,4266
54097,FAM3B,12073
54101,RIPK4,12076
54102,CLIC6,12077
54103,GSAP,12078
54106,TLR9,12079
54107,POLE3,12080
54108,CHRAC1,12081
5411,PNN,4267
5412,UBL3,4268
5413,SEPTIN5,4269
5414,SEPTIN4,4270
54145,H2BC12L,12090
541466,CT45A1,25436
541468,LURAP1,25437
54148,MRPL39,12092
54149,C21orf91,12093
541578,EOLA2,25442
54165,DCUN1D1,12094
54187,NANS,12095
5420,PODXL,4271
54205,CYCS,12096
54206,ERRFI1,12097
54209,TREM2,12099
54210,TREM1,12100
5422,POLA1,4272
5423,POLB,4273
5424,POLD1,4274
5425,POLD2,4275
5426,POLE,4276
5427,POLE2,4277
5428,POLG,4278
5429,POLH,4279
5430,POLR2A,4280
5431,POLR2B,4281
5432,POLR2C,4282
5433,POLR2D,4283
54331,GNG2,12105
54332,GDAP1,12106
5434,POLR2E,4284
54344,DPM3,12107
54345,SOX18,12108
5435,POLR2F,4285
5436,POLR2G,4286
54360,CYTL1,12110
54361,WNT4,12111
54363,HAO1,12112
5437,POLR2H,4287
5438,POLR2I,4288
54386,TERF2IP,12113
5439,POLR2J,4289
5440,POLR2K,4290
54407,SLC38A2,12114
5441,POLR2L,4291
54413,NLGN3,12115
54414,SIAE,12116
5442,POLRMT,4292
5443,POMC,4293
54431,DNAJC10,12118
54432,YIPF1,12119
54433,GAR1,12120
54434,SSH1,12121
54436,SH3TC1,12123
54437,SEMA5B,12124
54438,GFOD1,12125
54439,RBM27,12126
5444,PON1,4294
54440,SASH3,12127
54442,KCTD5,12129
54443,ANLN,12130
5445,PON2,4295
54453,RIN2,12131
54454,ATAD2B,12132
54455,FBXO42,12133
54458,PRR13,12136
5446,PON3,4296
54460,MRPS21,12137
54461,FBXW5,12138
54462,CCSER2,12139
54463,RETREG1,12140
54464,XRN1,12141
54465,ETAA1,12142
54466,SPIN2A,12143
54467,ANKIB1,12144
54468,MIOS,12145
54469,ZFAND6,12146
5447,POR,4297
54470,ARMCX6,12147
54471,MIEF1,12148
54472,TOLLIP,12149
54474,KRT20,12150
54475,NLE1,12151
54476,RNF216,12152
54477,PLEKHA5,12153
54478,PIMREG,12154
54480,CHPF2,12155
54482,TRMT13,12156
54487,DGCR8,12157
5449,POU1F1,4298
54491,OTULINL,12159
54492,NEURL1B,12160
54495,TMX3,12162
54496,PRMT7,12163
54497,HEATR5B,12164
54498,SMOX,12165
54499,TMCO1,12166
545,ATR,450
5450,POU2AF1,4299
54502,RBM47,12168
54503,ZDHHC13,12169
54504,CPVL,12170
54505,DHX29,12171
54507,ADAMTSL4,12172
54509,RHOF,12174
5451,POU2F1,4300
54510,PCDH18,12175
54511,HMGCLL1,12176
54512,EXOSC4,12177
54514,DDX4,12178
54516,MTRF1L,12179
54517,PUS7,12180
54518,APBB1IP,12181
5452,POU2F2,4301
54520,CCDC93,12182
54521,WDR44,12183
54522,ANKRD16,12184
54529,ASNSD1,12185
5453,POU3F1,4302
54531,MIER2,12186
54532,USP53,12187
54534,MRPL50,12188
54535,CCHCR1,12189
54536,EXOC6,12190
54538,ROBO4,12192
54539,NDUFB11,12193
5454,POU3F2,4303
54540,FAM193B,12194
54541,DDIT4,12195
54542,RC3H2,12196
54543,TOMM7,12197
54545,MTMR12,12199
54549,SDK2,12201
5455,POU3F3,4304
54550,NECAB2,12202
54552,GNL3L,12204
54554,WDR5B,12206
54555,DDX49,12207
54556,ING3,12208
54557,SGTB,12209
54558,SPATA6,12210
5456,POU3F4,4305
54566,EPB41L4B,12211
54567,DLL4,12212
5457,POU4F1,4306
54575,UGT1A10,12220
54576,UGT1A8,12221
54577,UGT1A7,12222
54578,UGT1A6,12223
54583,EGLN1,12227
54584,GNB1L,12228
54585,LZTFL1,12229
54587,MXRA8,12231
54596,L1TD1,12232
546,ATRX,451
54600,UGT1A9,12233
54602,NDFIP2,12234
54606,DDX56,12235
54617,INO80,12236
54620,FBXL19,12238
54621,VSIG10,12239
54622,ARL15,12240
54623,PAF1,12241
54625,PARP14,12242
54627,MAP10,12244
54629,MINDY2,12245
5464,PPA1,4312
54658,UGT1A1,12247
54659,UGT1A3,12248
54662,TBC1D13,12251
54663,WDR74,12252
54664,TMEM106B,12253
54665,RSBN1,12254
54674,LRRN3,12255
54675,CRLS1,12256
54676,GTPBP2,12257
54677,CROT,12258
5468,PPARG,4315
54680,ZNHIT6,12259
54681,P4HTM,12260
54682,MANSC1,12261
5469,MED1,4316
547,KIF1A,452
54700,RRN3,12262
54704,PDP1,12263
54707,GPN2,12264
54708,MARCHF5,12265
5471,PPAT,4318
54714,CNGB3,12266
54715,RBFOX1,12267
54726,OTUD4,12271
5473,PPBP,4319
54732,TMED9,12273
54733,SLC35F2,12274
54734,RAB39A,12275
54737,MPHOSPH8,12276
54739,XAF1,12278
54741,LEPROT,12279
54742,LY6K,12280
54749,EPDR1,12281
5475,PPEF1,4320
54751,FBLIM1,12282
54753,ZNF853,12284
54756,IL17RD,12286
54757,FAM20A,12287
54758,KLHDC4,12288
5476,CTSA,4321
54762,GRAMD1C,12290
54765,TRIM44,12293
54768,HYDIN,12295
54769,DIRAS2,12296
54776,PPP1R12C,12297
54778,RNF111,12299
5478,PPIA,4322
54780,NSMCE4A,12300
54784,ALKBH4,12301
54785,BORCS6,12302
54788,DNAJB12,12303
5479,PPIB,4323
54790,TET2,12304
54793,KCTD9,12305
54795,TRPM4,12306
54796,BNC2,12307
54797,MED18,12308
54798,DCHS2,12309
54799,MBTD1,12310
5480,PPIC,4324
54800,KLHL24,12311
54801,HAUS6,12312
54802,TRIT1,12313
54805,CNNM2,12314
54806,AHI1,12315
54807,ZNF586,12316
54808,DYM,12317
54809,SAMD9,12318
5481,PPID,4325
54810,GIPC2,12319
54811,ZNF562,12320
54812,AFTPH,12321
54814,QPCTL,12323
54815,GATAD2A,12324
54816,ZNF280D,12325
54819,ZCCHC10,12326
54820,NDE1,12327
54821,ERCC6L,12328
54822,TRPM7,12329
54823,SWT1,12330
54825,CDHR2,12331
54827,NXPE4,12333
54828,BCAS3,12334
54829,ASPN,12335
54832,VPS13C,12338
54834,GDAP2,12339
54836,BSPRY,12340
54838,WBP1L,12341
54839,LRRC49,12342
54840,APTX,12343
54842,MFSD6,12345
54843,SYTL2,12346
54845,ESRP1,12347
54847,SIDT1,12348
54848,ARHGEF38,12349
54849,DEF8,12350
54850,FBXL12,12351
54851,ANKRD49,12352
54853,WDR55,12354
54854,FAM83E,12355
54855,TENT5C,12356
54856,GON4L,12357
54857,GDPD2,12358
54858,PGPEP1,12359
54859,ELP6,12360
548593,SLX1A,25446
548594,KIR3DP1,25447
548596,CKMT1A,25448
54861,SNRK,12362
54862,CC2D1A,12363
54863,TOR4A,12364
548644,POLR2J3,25451
548645,DNAJC25,25452
54865,GPATCH4,12365
54866,PPP1R14D,12366
54867,TMEM214,12367
54868,TMEM104,12368
54869,EPS8L1,12369
54870,QRICH1,12370
54872,PIGG,12371
54873,PALMD,12372
54874,FNBP1L,12373
54875,CNTLN,12374
54876,DCAF16,12375
54877,ZCCHC2,12376
54878,DPP8,12377
54880,BCOR,12379
54881,TEX10,12380
54882,ANKHD1,12381
54883,CWC25,12382
54884,RETSAT,12383
54885,TBC1D8B,12384
54886,PLPPR1,12385
54887,BLTP3A,12386
54888,NSUN2,12387
54890,ALKBH5,12388
54891,INO80D,12389
54892,NCAPG2,12390
54893,MTMR10,12391
54894,RNF43,12392
54897,CASZ1,12394
54898,ELOVL2,12395
54899,PXK,12396
549,AUH,453
54900,LAX1,12397
54901,CDKAL1,12398
54902,TTC19,12399
54903,MKS1,12400
54904,NSD3,12401
54905,CYP2W1,12402
54906,TASOR2,12403
54908,SPDL1,12404
54910,SEMA4C,12405
54913,RPP25,12406
54914,FOCAD,12407
54915,YTHDF1,12408
54916,TMEM260,12409
54918,CMTM6,12410
54919,DNAAF5,12411
54920,DUS2,12412
54921,CHTF8,12413
54922,RASIP1,12414
54923,LIME1,12415
54926,UBE2R2,12417
54927,CHCHD3,12418
54928,BPNT2,12419
54929,TMEM161A,12420
5493,PPL,4333
54930,HAUS4,12421
54931,TRMT10C,12422
54932,EXD3,12423
54933,RHBDL2,12424
54934,KANSL2,12425
54935,DUSP23,12426
54936,ADPRS,12427
54938,SARS2,12429
54939,COMMD4,12430
5494,PPM1A,4334
54940,OCIAD1,12431
54942,ABITRAM,12433
54946,SLC41A3,12436
54947,LPCAT2,12437
54948,MRPL16,12438
54949,SDHAF2,12439
5495,PPM1B,4335
54951,COMMD8,12440
54952,TRNAU1AP,12441
54953,ODR4,12442
54954,FAM120C,12443
54955,C1orf109,12444
54956,PARP16,12445
54957,TXNL4B,12446
54958,TMEM160,12447
5496,PPM1G,4336
54960,GEMIN8,12449
54961,SSH3,12450
54962,TIPIN,12451
54963,UCKL1,12452
54964,C1orf56,12453
54965,PIGX,12454
54968,TMEM70,12456
54969,HPF1,12457
54970,TTC12,12458
54971,BANP,12459
54972,TMEM132A,12460
54973,INTS11,12461
54974,THG1L,12462
54976,C20orf27,12463
54978,SLC35F6,12465
5498,PPOX,4337
54980,C2orf42,12467
54981,NMRK1,12468
54982,CLN6,12469
54984,PINX1,12470
54986,ULK4,12472
54987,CZIB,12473
54988,ACSM5,12474
54989,ZNF770,12475
5499,PPP1CA,4338
54991,C1orf159,12476
54993,ZSCAN2,12477
54994,GID8,12478
54995,OXSM,12479
54996,MTARC2,12480
54997,TESC,12481
54998,AURKAIP1,12482
55,ACP3,47
550,AUP1,454
5500,PPP1CB,4339
55001,TTC22,12484
55002,TMCO3,12485
55003,PAK1IP1,12486
55004,LAMTOR1,12487
55005,RMND1,12488
55006,TRMT61B,12489
55007,FAM118A,12490
55008,HERC6,12491
5501,PPP1CC,4340
55011,PIH1D1,12494
55012,PPP2R3C,12495
55013,MCUB,12496
55014,STX17,12497
55015,PRPF39,12498
55016,MARCHF1,12499
55017,C14orf119,12500
5502,PPP1R1A,4341
55020,TTC38,12502
55022,PID1,12503
55023,PHIP,12504
55024,BANK1,12505
55026,TMEM255A,12507
55027,HEATR3,12508
55028,C17orf80,12509
55031,USP47,12511
55032,SLC35A5,12512
55033,FKBP14,12513
55034,MOCOS,12514
55035,NOL8,12515
55036,CCDC40,12516
55037,PTCD3,12517
55038,CDCA4,12518
55039,TRMT12,12519
5504,PPP1R2,4342
55040,EPN3,12520
55041,PLEKHB2,12521
55048,VPS37C,12522
55049,REX1BD,12523
55051,NRDE2,12524
55052,MRPL20,12525
55054,ATG16L1,12526
55055,ZWILCH,12527
55057,CRYBG2,12529
5506,PPP1R3A,4343
55062,WIPI1,12531
550643,NBDY,25460
55066,PDPR,12535
55068,ENOX1,12536
55069,TMEM248,12537
55070,DET1,12538
55071,C9orf40,12539
55072,RNF31,12540
55074,OXR1,12542
55075,UACA,12543
55076,TMEM45A,12544
55079,FEZF2,12545
55080,TAPBPL,12546
55081,IFT57,12547
55082,ARGLU1,12548
55083,KIF26B,12549
55084,SOBP,12550
55086,RADX,12551
55088,CCDC186,12552
55089,SLC38A4,12553
5509,PPP1R3D,4345
55090,MED9,12554
55092,TMEM51,12555
55093,NTAQ1,12556
55094,GPATCH1,12557
55095,SAMD4B,12558
551,AVP,455
5510,PPP1R7,4346
55100,WDR70,12560
55101,DMAC2,12561
55102,ATG2B,12562
55103,RALGPS2,12563
55105,GPATCH2,12564
55107,ANO1,12566
55108,BSDC1,12567
55109,AGGF1,12568
5511,PPP1R8,4347
55110,MAGOHB,12569
55111,PLEKHJ1,12570
55112,DYNC2I1,12571
55114,ARHGAP17,12573
55116,TMEM39B,12574
55117,SLC6A15,12575
55118,CRTAC1,12576
55119,PRPF38B,12577
55120,FANCL,12578
55122,AKIRIN2,12579
55124,PIWIL2,12580
55125,CEP192,12581
55127,HEATR1,12582
55128,TRIM68,12583
55129,ANO10,12584
55130,ODAD2,12585
55131,RBM28,12586
55132,LARP1B,12587
55133,SRBD1,12588
55135,WRAP53,12589
55137,FIGN,12590
55139,ANKZF1,12592
5514,PPP1R10,4349
55140,ELP3,12593
55142,HAUS2,12594
55143,CDCA8,12595
55144,LRRC8D,12596
55145,THAP1,12597
55146,ZDHHC4,12598
55147,RBM23,12599
55148,UBR7,12600
55149,MTPAP,12601
5515,PPP2CA,4350
55151,TMEM38B,12603
55152,DALRD3,12604
55153,SDAD1,12605
55154,MSTO1,12606
55156,ARMC1,12607
55157,DARS2,12608
55159,RFWD3,12609
5516,PPP2CB,4351
55160,ARHGEF10L,12610
55161,TMEM33,12611
55163,PNPO,12612
55164,SHQ1,12613
55165,CEP55,12614
55166,CENPQ,12615
55167,MSL2,12616
55168,MRPS18A,12617
55170,PRMT6,12618
55171,TBCCD1,12619
55172,DNAAF2,12620
55173,MRPS10,12621
55174,INTS10,12622
55175,KLHL11,12623
55176,SEC61A2,12624
55177,RMDN3,12625
55178,MRM3,12626
55179,FAIM,12627
5518,PPP2R1A,4353
55180,LINS1,12628
55181,SMG8,12629
55182,RNF220,12630
55183,RIF1,12631
55184,DZANK1,12632
55186,SLC25A36,12633
55187,VPS13D,12634
55188,RIC8B,12635
5519,PPP2R1B,4354
55190,NUDT11,12636
55191,NADSYN1,12637
55192,DNAJC17,12638
55193,PBRM1,12639
55194,EVA1B,12640
55196,RESF1,12642
55197,RPRD1A,12643
55198,APPL2,12644
5520,PPP2R2A,4355
55201,MAP1S,12647
55203,LGI2,12648
55204,GOLPH3L,12649
55205,ZNF532,12650
55206,SBNO1,12651
55207,ARL8B,12652
55208,DCUN1D2,12653
55209,SETD5,12654
5521,PPP2R2B,4356
55210,ATAD3A,12655
55212,BBS7,12657
55213,RCBTB1,12658
55214,P3H2,12659
55215,FANCI,12660
55216,NKAPD1,12661
55217,TMLHE,12662
55218,EXD2,12663
55219,MACO1,12664
5522,PPP2R2C,4357
55222,LRRC20,12666
55223,TRIM62,12667
55224,ETNK2,12668
55225,RAVER2,12669
55226,NAT10,12670
55227,LRRC1,12671
55228,PNMA8A,12672
55229,PANK4,12673
5523,PPP2R3A,4358
55230,USP40,12674
55233,MOB1A,12676
55234,SMU1,12677
55236,UBA6,12678
55238,SLC38A7,12680
55239,OGFOD1,12681
5524,PTPA,4359
55240,STEAP3,12682
55243,KIRREL1,12683
55244,SLC47A1,12684
55245,UQCC1,12685
55246,CCDC25,12686
55248,PACC1,12688
55249,YY1AP1,12689
5525,PPP2R5A,4360
55250,ELP2,12690
